processed_text;label
kayak bagus belum coba krna bayar pajak motor lama masuk bayar offline sblumnya masuk data lebih lengkap beritahu bayar pajak motor tidak lupa;1
mantap makin maju;1
tidak login tidak dapat dapat email konfirmasi sampai gagal aplikasi masih;-1
aplikasi baik kurang ambil kesah samsat masih tunggak bayar daring arti daring samsat tolong baik sistem harus bayar daring otomatis seluruh samsat indonesia harus bayar terima kasih;1
proses kirim lama;-1
nama ktp stnk beda beli motor bekas masih nama milik lama guna aplikasi;0
mudah sekali transaksi tinggal tambah fitur kirim kesah alamat sesuai ktp baru;1
baru bintang nanya nanti cara ambil stnk baru mohon jawab belum terima kasih;0
data sesuai tambah daftar kendara baru gagal;-1
keren;1
mantap;1
bayar aplikasi belum pemberitahuan bayar gagal proses;-1
tidak perlu antre jauh samsat mudah genggam;1
buat akun verifikasi tetapi tidak tambah data kendara;-1
proses mudah klik klik klik tbpkp antar rumah via pos indonesia awal proses sampai selesai tidak lebih;1
proses mudah cepat benar;1
bagus tidak perlu sulit urus stnk cepat cukup daring;1
masya allah mudah banget tidak usah samsat;1
bantu bagi rantau tidak usah pulng kampung panjang pajak kendara terima kasih sukses;1
makin mudah bayar pajak kendara makin taat pajak;1
aplikasi bagus lebih efisien mudah bayar pajak kendara buat masuk harus pilih kurir selain pos indonesia antar berkas;1
bantu sekali motor disurabaya stnk datang sendiri waktu;1
bantu rantau;1
mudah;1
bantu sekali aplikasi terima kasih;1
tidak guna;-1
mantap prosenya tidak begitu lama kirim bukti fisik hanya terima kasih you signal guna aplikasi signal mudah bayar pajak tahun kendara motor makin maju aplikasi signal bantu masyarakat indonesia bayar pajak kendara motor tahun tanpa harus samsat gerai kurang curang seperti calo;1
laku bayar tidak mohon info;-1
mantap;1
tanya stnk sfz belum kirim;-1
terima kasih signal layan stnk terima kembang polri rakyat indonesia;1
kesah stnk dapat kode bayar proses bayar baik via transfer jasa indomart gagal tidak laku tolong jelas;-1
bantu bagi tidak waktu datang samsat;1
mantap layan sesuai standar awal agak kaget nyata proses tunggu layan jam by sistem;1
bantu bagi orang tugas luar kota bawa kendara daerah asal proses mudah realtime kirim waktu wajar sesuai jarak;1
ok bantu banget;1
daftar sulit mentok kode otp gagal;-1
tingkat tambah fitur blokir;1
awal sulit tidak kenal putus aplikasi signal akhir selesai tolong hindar kerumun pandemi seperti terima kasih;1
keren;1
keren mudah;1
aplikasi tolak verifikasi ktp wajah coba baru sistem coba tidak soal;-1
uang potong rekening status bayar tidak ubah duit banyak hubung tidak respon;-1
moga kerja bayar baik niat mudah bayar pajak kaya indomart bank;-1
bantu tidak perlu datang samsat saran tolong laku proses ganti plat pajak tahun;1
mantap mudah guna tidak perlu calo antre lama mantap bayar via blibli lebih mudah terima kasih;1
lebih cepat kirim coba seperti kaya kirim jasa gojek grab harga kirim sesuai cepat lindung paket tidak terima terima oleh konsumen rumah;1
layan ok cuma lambat kirim;1
kata pertama wooww pertama coba urus pajak tahun kendara lalu aplikasi signal daring daftar verifikasi data mudah cepat jelas paling suka jelas pantau hingga sampai surat pajak kendara terima tanpa ang waktu antre panas panas hanya duduk kkb klik ketik bayar coba dulu signal bagus moga lebih bagus terima kasih polri;1
bagus;1
baru inovasi masa bayar pajak mesti antre padahal kasih duit gito bukan minta duit aplikasi makin mudah milik kendara tidak buang waktu tenaga antre samsat lanjut;1
bagus bantu luar daerah kota;1
tadi coba nyata makyuss sedap gurih proses cepat tidak sulit ktp tidak lecek tidak antre ngopi belum habis gelas stnk antar serasa sultan;1
samsat bogor;0
ok;1
mudah buat bayar pajak opsi buat jasa kirim kirim lambat;1
syukur bayar proses cepat kesah laku samsat luar kota contoh aceh;1
bantu;1
lebih mudah simpel bayar lalu signal mantap;1
bantu sekali tingkat tuju aplikasi macam;1
krim cepat jangan lama;-1
syukur hasil;1
cepat mudah tidak plat plat;1
cukup mudah guna tidak perlu antre panjang pajak cukup rumah;1
tidak verifikasi ktp foto baru lolos coba lolos verifikasi hp servernya gagal coba weekend weekend servernya libur;-1
extra mantap tidak sulit puas;1
tolong baik sistem aplikasi tidak bayar aplikasi terang kadaluarsa pihak tidak rasa ragu terima kasih;1
foto tidak sinkronisasi profil foto kata;-1
verifikasi foto selfie sulit terang tidak sesuai foto ktp daftar daring tidak sulit foto ktp selfie mohon arah;-1
sulit verifikasi muka;-1
verifikasi gagal sampai foto ktp foto selfie tidak verifikasi;-1
foto sampai gagal verifikasi harus jika aplikasi buat mudah harus sulit verifikasi;-1
bagus terima kasih mudah cara bayar pajak;1
tidak hasil verifikasi ulang ulang tidak;-1
verifikasi wajah gagal salah kurang terang tidak signal bayar pajak sulit bpjs verifikasi wajah gadai tidak sulit;-1
ok;1
coba selfie selfie tetapi tidak aplikasi pusat foto tidak efisien soal foto ktp tahun jelas lihat beda waktu selfie tahun kasih solusi sblm denda lambat bayar pajak;-1
verifikasi sulit banget asli sampai coba puluh tidak foto wajah ktp emang agak beda soal tahun foto ktp tolong baik tidak sulit kayak gin posisi luar kota misal urus harus pulang kota asal jauh sulit gin;-1
bagus hanya kurang stiker kesah buat tempel lembar stnk biru ijo lembar tahun tidak kasih stiker kesah;1
maaf kirim berkas sistem sedang kurang baik;-1
mantap;1
aplikasi buruk buat cocok ktp wajah gagal;-1
aman;1
mantap bantu insya allah tidak telat bayar pajak ganti plat daring tidak enak jamin masyarakat makin taat bayar pajak maju;1
layan cepat tidak perlu antre samsat kirim dokumen cepat pos keren aplikasi terima kasih;1
stnk sampai tuju lebih bulan habis banyak makan pulsa telepon sini padahal alamat kirim tengah kota dki tulis lengkap kontak adu aplikasi hanya cantik tampil tidak respon sekali terima kasih sempat buat euforia hati hadir aplikasi pikir awal bantu hemat waktu tenaga biaya urus surat kendara;-1
email bukti bayar tidak terima tunggu samsat cukup lama;-1
aplikasi sulit guna coba ulang proses verifikasi foto ktp wajah gagal padahal foto jelas sesuai tunjuk belum guna;-1
bagus tidak repot samsat sekali tanya sntk nanti kirim alamat tuju;1
cukup bagus tingkat;1
keren terobos luar biasa bantu;1
ok;1
sering keluar aplikasi sendiri loading lama seluruh bagus bayar pajak tanpa antre tanpa harus datang tempat;1
mantap;1
daftar daring terang tidak hasil daftar daftar kesah stnk tidak dapat proses silah samsat hubung call center kami;-1
syukur simpel banget cepat proses terima kasih;1
suka signal memang referensi teman saudara kami bagus aplikasi lokasi;1
tidak verifikasi email tidak pemberitahuan solusi;-1
kemaren bayar indomart ganggu baik sistem sampai jam malam jam bayar malah aplikasi ganggu info chat signal bener bulan lebih jatuh tempo tidak bayar lalu signal terima kasih;-1
senang bantu panjang stnk daring paket antar via kurir pos;1
mantap;1
simpel buat tidak sempat samsat tinggal main hp sampai rumah;1
bagus;1
mudah;1
rekomendasi mudah simpel calo hilang;1
bagus;1
bantu terima kasih;1
aplikasi bantu mudah cepat hemat waktu cukup rumah bayar pajak tahun tidak perlu antre samsat mantap;1
mantap bayar pajak gausah antre saran depan moga bayar ganti plat nomor aplikasi tidak perlu samsat dekat poko mantap tingkat layan;1
bayar pajak aplikasi signal gampang mudah tidak sulit;1
syukur stnk darat selamat terima kasih signal mohon tingkat akurasi estimasi kirim;1
keren mantap mantap cepat;1
laku bayar sampai jam tidak verifikasi;-1
simpel;1
mantap cepat proses kirim;1
bukti fisik bayar pajak sampai tidak kirim tanya jawab cuma suruh sabar tanpa tindak kecewa panjang pajak sini;-1
lanjut inovasi pajak bangun daerah meski bukan kerja daerah rantau terima kasih buat developver samsat;1
masa kirim lama belum proses waktu buat;-1
coba daftar pagi namun tidak hasil verifikasi foto wajah kirim otp signal kendala;-1
bintang sementara sedang masalah laku bayar sukses namun samsat digital masih belum selesai tunggu hampir tengah jam mohon bantu keluh jika tidak cepat bayar gagal oleh samsat sendiri sedang uang transfer selesai;-1
pertama coba laku bayar pajak kendara sistem daring dapat alam tidak enak laku bayar tetapi tidak verifikasi cuma keluar tanda silang tanpa terang jelas moga masih lanjut proses tidak sampai sulit salah oleh sistem kembang kelola mohon lebih perhati proses sistem aplikasi terima kasih;-1
bantu tidak perlu dtg samsat bagus aplikasi;1
aplikasi bantu sekali;1
bantu terobos baik;1
maaf kode bayar keluar bayar aplikasi tidak respon malah kata kode bayar kadaluarsa padahal bayar posisi kode bayar bom kadaluarsa uang transfer bank urus;-1
mudah cepat terima kasih;1
bantu kerja jauh;1
benar bagus aplikasi bantu orang tidak punya waktu sibuk namun hal layan kirim perlu tingkat antara samsat pos indonesia;1
baru bayar pajak daring nyata puas layan mantap;1
syukur selesai sampai kirim tidak perlu repot antre cukup daring moga makin baik aplikasi;1
rekomendasi mudah bagi mereka sibuk mungkin seperti pandemi takut keluar rumah kerumun aplikasi mudah erti operasi era digitalisasi aplikasi bantu terima kasih;1
keren sekali bantu;1
baik tambah layan kirim alamat domisili sesuai milik;1
daftar kesah laku bayar lalu livin by mandiri tetapi terang aplikasi signal belum bayar sedang bayar lalu livin hasil saldo kurang tolong baik saldo potong;-1
proses cepat kirim cepat terima kasih;1
verifikasi wajah sulit buruk tidak notif pasti anda tidak ramai orang sendiri akhir tidak daftar hapus mohon baik sistem bapak;-1
proses cepat simpel;1
bantu mudah bagi penuh sibuk;1
aplikasi sulit lihat kanan tempat sepi masih tidak segitu baru daftar;-1
bayar mbanking bni tetapi status bayar belum ubah tolong uang potong;-1
proses bayar atm status gagal mohon bantu pajak kendara nomor polisi mamang belum;-1
bayar status aplikasi tidak bayar sampai waktu kadaluarsa lalu uang bayar via aplikasi blibli hubung tidak respon hilang uang;-1
mudah sekali isi tinggal foto cekrek bayar sampai walaupun tunggu but ok jauh samsat skarang lumayan rumah jarak;1
tidak daftar foto ktp beda orang jelas;-1
guna aplikasi signal panjang stnk luar biasa panjang stnk kirim rumah tanpa harus lelah antre samsat mantap signal lanjut mudah;1
nomor lacak aplikasi beda tera amplop mohon baik lacak posisi kirim;-1
daftar sesuai nik coba kesah malah gagal anda harus verifikasi nik samsat aneh bener padahal sesuai login nik daftar stnk;-1
kirim lambat lama saran gojek grab ekpress jenis;-1
keren cepat mudah terima kasih;1
ok;1
bantu;1
cukup mudah kirim yampe rumah;1
belum terima surat;-1
bantu kami tidak punya waktu antre lokasi saran tambah ekspedisi ongkir terlalu mahal reguler;1
aplikasi bagus cukup mudah guna moga gambar polisi mata masyarakat lebih baik;1
tidak daftar nomor kk isi nama email nomor hp klik lanjut koq tidak aplikasi;-1
bayar pajak tidak perlu sulit datang samsat tinggal duduk manis layak belanja daring;1
bagus suka moga manfaat aplikasi;1
layan bagus masalah cepat respon;1
praktis aman;1
barangsiapa mudah urus orang maka allah mudah urus dunia akhirat terima kasih samsat mudah bayar pajak kendara tanpa tinggal kerja dokumen sampai rumah bagus kerja;1
bayar tetapi belum proses sampai bayar kadaluarsa;-1
jelek sulit verifikasi wajah gagal tolong;-1
jogja guna aplikasi;0
foto ktp sm sendiri banget soal ktp lerudung asli tidak oakek kerudung login;-1
inovasi mantap polri;1
mantap mudah;1
mantap puas;1
tanya akun daftar atas nama bayar pajak kendara stnk atas nama orang terima kasih;0
tidak masukin kode otp aneh;-1
aplikasi bagus tidak sulit input;1
aplikasi tidak jalan sesuai bagi programer payah;-1
harap tidak antre waktu ambil stnk samsat bayar masih antre;-1
tidak rekomendasi;-1
mantap mudah sekali;1
mantap;1
simpel guna tinggal daftar ikut tunjuk isi bayar dokumen kirim ambil selesai note pilih opsi kirim alamat rumah domisili lama masa kirim dokumen dapat copy legalitas stnk;1
bayar pajak atm tampil konversi nomor polisi bapak;0
mantap mudah banyak urus tidak perlu antre tinggal tunggu selesai;1
bulan bukti pajak tidak sampai padahal pos kilat ekpress solusi;-1
masih belum proses kirim kendala masa februari sampai belum;-1
mudah cepat;1
bantu sekali samsat digital nasional signal terima kasih banyak signal moga jaya;1
terima kasih signal banyak bantu bayar pajak kendara samsat jakbar magelang jawa tengah alamat jakarta barat baru jawa tengah terima magelang;1
bantu;1
tidak daftar selain kk gagal kasus beda kk misal punya harus orang kk sebut urus sulit penting ktp stnk bayar pajak sulit gilir tidak bayar kena denda tolong tambah fitur luar kk;-1
tidak verifikasi ktp;-1
amanah isi alamat harus lengkap lurah camat kabupaten provinsi tidak salah kirim seperti punya;1
verifikasi data invalid;-1
mudah terima kasih;1
bagus sekali bantu sekali terima kasih;1
bantu;1
mantap mantap banget boleh saran pajak tahun aplikasi signal ndan tambah mantap;1
ok hanya bayar gerai indomart sulit tolong segera baik terima kasih;1
tidak verifikasi wajah;-1
mantap;1
isi bener data salah aneh tunggu lama banget padahal wifi cepat;-1
bagus cepat selesai;1
bantu;1
dokumen tidak terima kecewa kirim adu tidak respon perlu banyak baik;-1
verifikasi ktp selfie sulit;-1
simpel cepat;1
tolong baik aplikasi tidak login aplikasi macet tidak foto verifikasi foto ktp klik lanjut ketika foto verifikasi ktp malah macet tidak lanjut tahap lanjut;-1
mudah urus panjang pajak stnk catat kirim fisik stnk mohon baik;1
mantap mantap korlantas polri;1
better;1
aplikasi mudah efisien waktu kesah tidak repot tidak antre mantap terima kasih maju signal;1
bantu;1
bukti stnk tidak sampai sampai buru tilang polisi mahhh;-1
proses cepat bantu tanpa antre tunggu rumah sambil ngopi;1
sulit buat verifikasi;-1
mudah efisien sekali;1
bantu urus pajak kendara wilayah lebih efisien efektif;1
foto wajah asli ambil umur tahun foto ktp umur tahun awal kurus gendut lihat lebih verifikasi gagal akibat tidak sesuai ktp mohon bantu selesai masalah buat akun signal tiap coba gagal terima kasih;-1
ok;1
bapak sedang tugas mohon info verifikasi ktp aplikasi guna ktp sendiri hubung beli sepeda motor bekas belum balik nama guna ktp sendiri milik sepeda motor pertama mohon cerah;0
ulang verifikasi wajah tidak verifikasi tolong sistem baharu;-1
tanya transaksi bayar gagal timeout padahal waktu masih jalan;-1
bantu banget bayar pkb daring;1
sulit daftar mending ktp pegang lihat mirip tidak wajah asli sm ktp;-1
bantu sekali utama buat sibuk tidak waktu buat antre samsat stnk pun darat rumah aman terima kasih signal makin sukses;1
sulit banget verifikasi gagal kata foto tidak sesuai ktp foto ktp tahun lalu masih buruk beda tips tidak supaya verifikasi;-1
kurang lengkap tidak kesah;-1
daftar sulit banget verifikasi foto gagal;-1
mohon bantu rekan selesai laku daftar kesah hendak bayar malah muncul kalimat sedia jasa blokir tagih alhasil tidak lanjut proses mohon solusi;-1
bayar btn mobile baca sukses aplikasi signal bayar belum verifikasi sampai batas waktu bayar habis;-1
mudah cepat laku mudah kendara bayar pajak kesah;1
aplikasi bantu bebas calo;1
tolong aplikasi baik dulu masak daftar tidak salah simpan foto;-1
mudah paham proses cepat;1
daftar baru tidak format email salah;-1
simpel cepat tanpa sulit stnk kirim via unggah indonesia terima;1
mantap stnk asli kirim sampai rumah tidak perlu datang samsat;1
manfaat;1
mantap domisili samsat motor proses cepat lancar;1
dapat bayar kode tidak bayar internet banking tidak octo mobile mbankiing tidak aplikasi laku seluruh wilayah indonesia tentu jogja tidak;-1
mantap mudah bayar pajak motor saran tambah daftar bank bayar;1
mudah masyarakat brt jauh bintang;1
senyum sendiri depan kamera kaya orang parah tidak;-1
mudah poko;1
puas andal bayar pajak kendara motor;1
suka cara daring;1
mantap kirim lebih cepat;1
baik sekali cepat simpel mudah;1
bantu mudah;1
mantap sukses polri jaman digital sibuk digital bukan sibuk panas panas ujaanan dilirikin calo;1
sulit;-1
terima kasih korlantas porli sedia layan samsat digital nasional signal proses cepat tidak sulit kemarin urus punya orang tua tanggal februari tanggal sampai moga makin maju sukses layan masyarakat;1
bapak tugas mohon info hingga stnk bulan belum kami terima kami panjang stnk kendara roda beda roda sampai rumah kami lapor belum tanggap mohon cerah bapak terima kasih;0
bantu;1
verifikasi gagal kesel coba ulang ulang;-1
bantu terimaksih;1
terima kasih aplikasi manfaat tidak perlu keluar rumah urus panjang stnk cukup aplikasi singnal selesai;1
aplikasi bantu mudah bayar pajak;1
tolong kirim stnk cantum resi pos lacak kasih layan chat tidak sulit banget samsat duit doang layan batas baik bener aplikasi jangan uang pajak doang gilir duit ijo kasih layan kaya gin tolong signal baharu aplikasi terima kasih;-1
tampak bantu daftar aplikasi jelajah fitur kasih jempol;1
aplikasi bagus bantu;1
mudah bayar;1
mantap proses stnk terima inovasi tingkat layan terima kasih;1
proses cepat;1
baru coba;0
aplikasi bantu utama orang sibuk kerja bayar pajak sini;1
kasih bintang bayar pajak rumah bukti bayar fisik kirim rumah tidak perlu repot samsat mantap maju pesat;1
tidak ganti nomor telpon padahal nomor ganti tim kembang aplikasi harus ganti nomor email;-1
malam guna baru tidak daftar verifikasi ktp foto profil gagal terang foto ktp tidak sesuai profil mohon bantu tidak verifikasi terima kasih;-1
bantu;1
perlu call center;-1
aplikasi sungguh bantu bayar pajak kendara motor pandemi seperti;1
gin serba digital keren poko kembang layan baik saran tambah metode bayar via gopay ovo dana supaya lebih mudah efisien;1
bagus mudah bayar pajak rantau tugas baik fast respon terima kasih signal moga tingkat;1
bagus perlu tingkat proses kirim masih terlalu lama proses kirim sekitar padahal rumah samsat sekitar doang;1
awal unduh agak sulit buat verifikasi wajah foto ktp mirip harus sabar verifikasi ulang kendala lanjut bayar stnk gagal nyata lapor via email memang kota tuju belum daftar daftar proses bayar stnk mudah cepat kirim via pos ekspres cepat sampai rekomendasi coba bagi sntknya tidak domisili tidak perlu antre tidak sulit pulang kampung keren bayar calo;1
keren bgettr bayar pajak daring stnk asli kirim rumah;1
layan mantap terobos mantap polisi pergi digital cayo;1
tank bantu sekali signal wat luar kota;1
aplikasi aneh daftar daftar kendara kesah kendara daftar daring tidak ulang masih tidak unduh ulang malah nomor hp tidak daftar aneh awal daftar tolong baik cepat;-1
masa pandemi covid tepat tidak sulit mantap gandos;1
mantap bantu tidak perlu antre antre samsat stnk kirim rumah;1
verifikasi sulit sekali;-1
kabupaten bayar provinsi kirim pos rumah tanpa sulit;1
percuma bayar aplikasi signal bayar aplikasi signal tgl sampai belum jelas sekali rasa rugi tidak jelas sekali saling lempar sini;-1
tanpa pungli tanpa calo tanpa ruwettt;1
sayang hanya panjang tahun coba panjang tahun lebih mantap;1
tidak bantu pajak motor teman;-1
biaya rp ongkos kirim rp format tulis alamat tidak lengkap akhir kurir telpon tidak salah samsat pos kasih kirim alternatif selain pos indonesia;-1
dulu belum bayar pkb aplikasi soal;0
informatif beri mudah guna;1
tadi sempat ragu nyata keren habis proses kerja terima stnk oleh pandemi begini sibuk keren bener terima kasih;1
mantap poko bantu mudah mudah panjang stnk daring mudah gampang;1
mantap cepat praktis indonesia maju;1
mantap bantu sekali terima kasih;1
tidak scan muka jelek sulit aplikasi;-1
mantap;1
keren;1
mantap;1
mantap bayar rumah moga proses cetak stbpm tidak lama;1
bantu;1
maju jaya inovasi layan bantu masyarakat melenial mudah urus;1
pertama bayar pajak motor daring keren cepat proses tidak sulit moga makin baik mudah guna;1
mantap;1
bantu lebih mudah tanpa buang waktu saran depan lebih lengkap urus surat surat kendara aplikasi;1
bantu sekali terima kasih;1
bagus;1
ok;1
ok;1
buat tidak waktu buat bayar pajak samsat bayar sini lebih gampang mudah paham;1
terima kasih proses cepat antar rumah;1
mantap bos kuh aplikasi mudah sekali tinggal mutasi ganti plat ganti nama;1
buat grup mager solusi buat males samsat sibuk kerja mantap;1
bantu tidak perlu repot antre jauh kantor terima kasih atas layan baik;1
bantu bayar tinggal tunggu kirim stnk;1
kasih bintang coba daftar sulit masuk ambil foto wajah;-1
panjang stnk tahun daring bukti bayar kirim rumah;1
guna mudah bantu lebih baik jika transaksi kerja pasar dompet digital;1
keren bantu banget;1
begini lebih enak transparan tidak manfaat oknum cari untung maju;1
bingung proses kirim stnk laku bayar tanggal proses bayar selesai tiap cek resi pra collection skarang harus tunggu;-1
mantap bagi orang mager urus aplikasi tingkat layan via aplikasi;1
tunggu bukti bayar pajak terima kasih;1
terima kasih gampang guna;1
daftar tidak hasil alas foto profil tidak sesuai ktp yakaliiiiiiiiiiii;-1
ok banget;1
bayar lebih kendara;0
mudah masyarakat jauh kota bagus;1
daftar gagal cantum email;-1
mantap;1
praktis bantu;1
ok;1
bagus;1
tanya nomor nik nomor nik milik kendara motor nomor nik punya aplikasi;0
mudah buat orang waktu sedikit buat antre samsat;1
mantap;1
syukur mudah panjang stnk moga lebih bagus depan;1
aplikasi bantu;1
syukur aman cepat sampai rumah;1
manfaat kondisi pandemi seperti;1
mantap praktis sayang stnk lambat tidak harus kesana tidak panjang sim;1
tiap tambah data kendara gagal padahal isi syarat tetapi gagal;-1
mantap layan masa tunggu;1
terima kasih bayar daring walaupun agak lama;1
bagus;1
bantu luar daerah cepat mudah tidak antre terima kasih signal;1
mudah tanpa perlu antre pos datang bawa rumah;1
daftar sulit banget verifikasi foto sampai gagal;-1
otomatis hapus daftar sulit masuk email format salah padahal email benar;-1
mungkin kesah selain qr buat stiker tempel stnk;1
mudah hindar antre panjang;1
bagus;1
sayang sekali jika beli kendara bekas harus balik nama dulu nama tidak atas nama orang;-1
tambah estimasi waktu proses masyarakat kira proses bayar pajak tahun tidak seperti aplikasi bodong;1
masuk foto ktp foto live tulis tidak cocok mohon bantu;-1
proses lambat;-1
praktis tidak perlu samsat buat panjang masa pandemi bantu sekali sukses;1
lanjut bayar tidak sistem ganggu sementara ppkm;-1
aplikasi bantu mudah bayar tanpa antre namun kirim dokumen asli terlalu lama moga depan tingkat terima kasih;1
tolong guna kamera verifikasi wajah beri tombol tekan ambil gambar kedip mata tidak respon daftar sulit sekali;-1
tolong panjang waktu bayar tidak perlu tunggu jatuh tempo lebih efisien pajak tahun;-1
tambah channel bank tolong tambah bank;0
kasih jempol mantap sekali tanya ubah alamat baru stnk sesuai ktp signal terima kasih;1
ok;1
mudah orang kerja moga depan lancar samsat th sekali digital;1
sampai stnk;0
cukup bantu cuman kirim stnk begitu lama hampir bulan status kirim proses kirim tolong perhati kaya kirim beda negara sampai bulan proses;-1
baru coba aplikasi lancar daftar transaksi pagi sampai rumah saran supaya bayar guna aplikasi terima kasih;1
mutasi ganti plat kendara cara;0
lebih baik urus pajak tahun;1
otp tidak;-1
bagus banget inovasi bayar pajak kendara tidak sulit mobile banking cukup rumah tidak perlu samsat samling kesah digital sementara sambil tunggu surat tanda bukti bayar kirim rumah bayar pajak kendara mudah bayar listrik salut bantu;1
bener praktis layan baik moga ganti plat tahun depan seperti banyak rajin bayar pajak tidak perlu habis waktu keluar mudah lebih maju aplikasi aamiin;1
syukur layan mudah efisien bantu signal korlantas polri mantap;1
mantap respon cepat;1
mudah bayar pajak;1
bayar indomart padahal akhir tolong respon;0
syukur puas terima kasih;1
parah daftar sulit alas foto sesuai ktp padahal orang;-1
sulit login;-1
mudah hemat waktu perlu antre samsat;1
mantap;1
beri bintang dulu coba bayar pajak lalu aplikasi signal tahun laku stnk tidak ubah masih stnk tahun kemaren tahun laku laku sampai stnk kirim masih laku ubah beri bintang transaksi mudah benar hanya data tidak sesuai harap ubah stnk segera baharu terima kasih;-1
proses daftar sulit apalagi verifikasi wajah ulang sampai hancur tidak;-1
daftar kendara gagal mohon bantu buat proses daftar kendara balik nama terima kasih;-1
tidak manfaat banget;-1
tanya manfaat teknologi digital cetak samsat harus serta kembali bagai syarat stnk asli fotocopy ktp asli fotocopy fotocopy bukti bayar malah sulit tidak bagus birokrasi sini;-1
manfaat terima kasih;1
aplikasi payah loading lama gagal mulu;-1
maju layan publik patut apresiasi;1
bantu terima kasih signal;1
tidak daftar sulit sekali;-1
aplikasi bantu tanya transaksi tanggal februari panjang pajak stnk tahun pilih kirim alamat domisili sampai status kirim masih pra collection mohon jelas terima kasih;1
proses kirim lalu kantor pos indonesia bayar pagi sampai rumah bantu;1
tagih hasil buat bayar tidak hasil bsi saku link turun samsat sumut;-1
bayar pajak daftar aplikasi signal bayar cabang coba tidak;0
proses bagus tetapi ingin laku bayar lalu indomart tidak tidak;-1
proses cepat gampang;1
bantu tidak perlu bayar kantor samsat;1
puas layan;1
mantap proses cepat tidak perlu pulang kampung dulu buat bayar pajak stnk bayar pajak tanpa ktp asal kk;1
kendala nomor kk belum update lapor;0
mantap bantu;1
mantap mantap terima kasih polanantas mudah;1
praktis sekali;1
bukti pajak kirim jasa kantor pos terima lupa bayar terima akhir lama banget padahal kilat khusus tarif kirim atas normal lama kirim kaya indonesia korea bos perlu tingkat cuma cepat jasa kurir doang ayo kantor pos kerja mantap tidak kalah jasa kurir swasta pantas tenggelem;-1
minim informasi tentang samsat;-1
tanya bayar pajak bukan atas nama sendiri alias milik belum kendara motor bayar lunas sah mohon jelas kami taat pajak negara;0
tidak bayar indomart atm malu negara tetangga aplikasi gin gagal mulu;-1
syukur bantu;1
payah sekali collection tidak kirim stnk sampai harus datang kantor samsat;-1
ganggu jaring;-1
kode otp tidak keluar;-1
maintenance sampai jam jam tanggal masyarakat sadar pajak patuh ppkm tidak laku;0
tambah motor nama milik motor nama stnk harus nama ktp daftar aplikasi signal motor beli bekas belum balik nama masih milik lama;0
betul pajak telat tahun ingin bayar pajak bayar via daring coba tidak gagal;-1
mantap stnk kirim rumah;1
baru unduh coba belum tanya dulu beli motor ken bayar pajak wajib ktp milik lama waktu beli motor minta foto copy ktp blh;1
bagus;1
tidak bayar daring;-1
saran tugas samsat kabupaten kudus laku sistem baru lebih praktis efektif tanpa harus antre tuju lokasi;1
verifikasi wajah gagal;-1
mudah kirim cepat;1
bantu bayar pajak;1
mantap sekali;1
ok;1
terima kasih bantu bagi rumah jauh tempat asal;1
bagus;1
proses bayar pajak stnk mudah cara daring tidak perlu datang samsat;1
bantu orang kerja bayar pajak;1
bantu sekali;1
verifikasi ktp wajah sulit;0
ok;1
aplikasi bagus cuma tugas lapang tidak bagus jelas tulis sampai tukar orang haduh;-1
bagus proses kirim tolong update tidak was paket sampai bantu aplikasi;1
mudah tidak sulit lebih mudah bpkb leasing tidak sulit biaya acc bpkb;1
bantu mantap;1
mantap proses cepat;1
terima kasih korlantas aplikasi mudah masyarakat bayar pajak kendara tahun;1
bagus;1
tanya daftar kendara punya keluarga bukan kk pilih cuma milik pribadi milik keluarga kk;0
simpel tidak perlu antre mantap buat tidak punya waktu luang;1
syukur bantu pajak motor bekas samsat jawa timur;1
tanya wilayah medan terima kasih;0
mudah bayar lalu aplikasi mobile bank coba gagal tidak perlu atm;1
bapak polisi hormat tolong plat merah liput mika hitam tindak terima kasih;0
blockir kendara motor tidak;0
keren suka gaperlu lelah antre samsat cukup rumah;1
terima kasih samsat blora bantu panjang stnk signal proses cepat ramah terima kasih polwan tadi bantu;1
manfaat proses cepat mungkin perlu tambah bank bayar terima kasih;1
lebih mudah bayar pajak kendara terima kasih signal samsat digital nasional;1
permisi tanya kirim kesah stnk kirim alamat stnk terima kasih;0
syukur bantu aplikasi hasil urus stnk tanpa harus datang samsat moga depan makin bagus layan;1
mantap khusus rantau jauh bantu sekali lebih bagus beli motor ken lengkap surat orang masih bayar pajak tanp harus bbn tanpa harus ktp milik;1
yuang;0
beli motor bekas belum balik nama bayar pajak tidak aplikasi;0
mantap inovasi samsat daring ganti plat;1
bantu terima kasih korlantas polri;1
bantu sekali layan;1
mohon mudah tampil menu supaya user tidak bingung;-1
mudah bantu;1
ok;1
mantap tidak perlu samsat;1
mantap cepat proses terima kasih;1
bintang play store aplikasi signal bintang banyak kasih bintang banyak aplikasi signal memang benar benar bantu banget daftar data konsumen daftar kendara bayar pajak mudah simpel stnk pajak antar rumah baru darat syukur selesai selesai berkat aplikasi signal terima kasih;1
aplikasi bantu terima kasih;1
terima kasih polri khusus korlantas polri aplikasi bantu kami mudah bayar pajak kendara motor moga depan lebih banyak terobos baru layan mudah masyarakat;1
mantap cepat akurat;1
bagus lama banget kirim;1
